21:02:52 INFO  manager.ApplicationManager - Chrome Driver was opened
21:02:55 INFO  manager.ApplicationManager - Current URL --> https://contacts-app.tobbymarshall815.vercel.app/home
21:02:56 INFO  TestBase - Starts test with name : DeleteOneContactSuccessHomeWork
21:02:56 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //button
21:02:59 INFO  manager.MyListener - After Find Elements By -->By.xpath: //button
21:02:59 INFO  manager.MyListener - List size is -->0
21:02:59 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[@href='/login']
21:02:59 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[@href='/login']
21:02:59 INFO  manager.MyListener - Before Find Element By -->By.xpath: //input[contains(@placeholder,'Email')]
21:02:59 INFO  manager.MyListener - After Find Element By -->By.xpath: //input[contains(@placeholder,'Email')]
21:03:00 INFO  manager.MyListener - Before Find Element By -->By.xpath: //input[@placeholder='Password']
21:03:00 INFO  manager.MyListener - After Find Element By -->By.xpath: //input[@placeholder='Password']
21:03:00 INFO  manager.MyListener - Before Find Element By -->By.xpath: //button[normalize-space()='Login']
21:03:00 INFO  manager.MyListener - After Find Element By -->By.xpath: //button[normalize-space()='Login']
21:03:00 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[.='ADD']
21:03:01 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[.='ADD']
21:03:01 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Name']
21:03:01 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Name']
21:03:02 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Last Name']
21:03:02 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Last Name']
21:03:02 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='email']
21:03:02 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='email']
21:03:02 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Phone']
21:03:02 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Phone']
21:03:02 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Address']
21:03:02 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Address']
21:03:02 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='description']
21:03:02 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='description']
21:03:03 INFO  manager.MyListener - Before Find Element By -->By.xpath: //b
21:03:03 INFO  manager.MyListener - After Find Element By -->By.xpath: //b
21:03:03 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[.='CONTACTS']
21:03:03 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[.='CONTACTS']
21:03:03 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: .contact-item_card__2SOIM h3
21:03:03 INFO  manager.MyListener - After Find Element By -->By.cssSelector: .contact-item_card__2SOIM h3
21:03:03 INFO  manager.MyListener - Before Find Element By -->By.xpath: //button[.='Remove']
21:03:03 INFO  manager.MyListener - After Find Element By -->By.xpath: //button[.='Remove']
21:03:04 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:03:04 INFO  manager.MyListener - After Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:03:04 INFO  manager.MyListener - List size is -->1
21:03:04 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:03:04 INFO  manager.MyListener - After Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:03:04 INFO  manager.MyListener - List size is -->1
21:03:04 INFO  manager.MyListener - Before Find Elements By -->By.cssSelector: .contact-item_card__2SOIM h3
21:03:04 INFO  manager.MyListener - After Find Elements By -->By.cssSelector: .contact-item_card__2SOIM h3
21:03:04 INFO  manager.MyListener - List size is -->2
21:03:04 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:03:04 INFO  manager.MyListener - After Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:03:04 INFO  manager.MyListener - List size is -->1
21:03:04 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:03:04 INFO  manager.MyListener - After Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:03:04 INFO  manager.MyListener - List size is -->1
