22:12:03 INFO  manager.ApplicationManager - Chrome Driver was opened
22:12:05 INFO  manager.ApplicationManager - Current URL --> https://contacts-app.tobbymarshall815.vercel.app/home
22:12:06 INFO  TestBase - Starts test with name : DeleteAllContactsSuccessHomeWork
22:12:06 INFO  manager.MyListener - Before Find Elements -->By.xpath: //button
22:12:09 INFO  manager.MyListener - After Find Elements -->By.xpath: //button
22:12:09 INFO  manager.MyListener - List size is -->0
22:12:09 INFO  manager.MyListener - Before Find Element -->By.xpath: //a[@href='/login']
22:12:09 INFO  manager.MyListener - After Find Element -->By.xpath: //a[@href='/login']
22:12:09 INFO  manager.MyListener - Before Find Element -->By.xpath: //input[contains(@placeholder,'Email')]
22:12:09 INFO  manager.MyListener - After Find Element -->By.xpath: //input[contains(@placeholder,'Email')]
22:12:10 INFO  manager.MyListener - Before Find Element -->By.xpath: //input[@placeholder='Password']
22:12:10 INFO  manager.MyListener - After Find Element -->By.xpath: //input[@placeholder='Password']
22:12:10 INFO  manager.MyListener - Before Find Element -->By.xpath: //button[normalize-space()='Login']
22:12:10 INFO  manager.MyListener - After Find Element -->By.xpath: //button[normalize-space()='Login']
22:12:10 INFO  manager.MyListener - Before Find Element -->By.xpath: //a[.='ADD']
22:12:11 INFO  manager.MyListener - After Find Element -->By.xpath: //a[.='ADD']
22:12:11 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='Name']
22:12:11 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='Name']
22:12:12 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='Last Name']
22:12:12 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='Last Name']
22:12:12 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='email']
22:12:12 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='email']
22:12:12 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='Phone']
22:12:12 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='Phone']
22:12:12 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='Address']
22:12:12 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='Address']
22:12:12 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='description']
22:12:13 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='description']
22:12:13 INFO  manager.MyListener - Before Find Element -->By.xpath: //b
22:12:13 INFO  manager.MyListener - After Find Element -->By.xpath: //b
22:12:13 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM h3
22:12:13 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM h3
22:12:13 INFO  manager.MyListener - List size is -->2
22:12:13 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM h3
22:12:13 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM h3
22:12:13 INFO  manager.MyListener - List size is -->2
22:12:13 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM h3
