22:15:03 INFO  manager.ApplicationManager - Chrome Driver was opened
22:15:05 INFO  manager.ApplicationManager - Current URL --> https://contacts-app.tobbymarshall815.vercel.app/home
22:15:06 INFO  TestBase - Starts test with name : DeleteAllContactsSuccessHomeWork
22:15:06 INFO  manager.MyListener - Before Find Elements -->By.xpath: //button
22:15:09 INFO  manager.MyListener - After Find Elements -->By.xpath: //button
22:15:09 INFO  manager.MyListener - List size is -->0
22:15:09 INFO  manager.MyListener - Before Find Element -->By.xpath: //a[@href='/login']
22:15:09 INFO  manager.MyListener - After Find Element -->By.xpath: //a[@href='/login']
22:15:09 INFO  manager.MyListener - Before Find Element -->By.xpath: //input[contains(@placeholder,'Email')]
22:15:09 INFO  manager.MyListener - After Find Element -->By.xpath: //input[contains(@placeholder,'Email')]
22:15:10 INFO  manager.MyListener - Before Find Element -->By.xpath: //input[@placeholder='Password']
22:15:10 INFO  manager.MyListener - After Find Element -->By.xpath: //input[@placeholder='Password']
22:15:10 INFO  manager.MyListener - Before Find Element -->By.xpath: //button[normalize-space()='Login']
22:15:10 INFO  manager.MyListener - After Find Element -->By.xpath: //button[normalize-space()='Login']
22:15:10 INFO  manager.MyListener - Before Find Element -->By.xpath: //a[.='ADD']
22:15:11 INFO  manager.MyListener - After Find Element -->By.xpath: //a[.='ADD']
22:15:11 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='Name']
22:15:11 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='Name']
22:15:12 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='Last Name']
22:15:12 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='Last Name']
22:15:12 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='email']
22:15:12 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='email']
22:15:12 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='Phone']
22:15:12 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='Phone']
22:15:12 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='Address']
22:15:12 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='Address']
22:15:13 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='description']
22:15:13 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='description']
22:15:13 INFO  manager.MyListener - Before Find Element -->By.xpath: //b
22:15:13 INFO  manager.MyListener - After Find Element -->By.xpath: //b
22:15:13 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:13 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:13 INFO  manager.MyListener - List size is -->3
22:15:13 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:13 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:13 INFO  manager.MyListener - List size is -->3
22:15:13 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:13 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:13 INFO  manager.MyListener - List size is -->3
22:15:13 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:13 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:13 INFO  manager.MyListener - List size is -->3
22:15:13 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:13 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:13 INFO  manager.MyListener - List size is -->3
22:15:13 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM
22:15:14 INFO  manager.MyListener - List size is -->3
22:15:14 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM
