21:05:59 INFO  manager.ApplicationManager - Chrome Driver was opened
21:06:03 INFO  manager.ApplicationManager - Current URL --> https://contacts-app.tobbymarshall815.vercel.app/home
21:06:04 INFO  TestBase - Starts test with name : DeleteOneContactSuccessClassWork
21:06:04 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //button
21:06:07 INFO  manager.MyListener - After Find Elements By -->By.xpath: //button
21:06:07 INFO  manager.MyListener - List size is -->0
21:06:07 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[@href='/login']
21:06:07 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[@href='/login']
21:06:07 INFO  manager.MyListener - Before Find Element By -->By.xpath: //input[contains(@placeholder,'Email')]
21:06:07 INFO  manager.MyListener - After Find Element By -->By.xpath: //input[contains(@placeholder,'Email')]
21:06:07 INFO  manager.MyListener - Before Find Element By -->By.xpath: //input[@placeholder='Password']
21:06:07 INFO  manager.MyListener - After Find Element By -->By.xpath: //input[@placeholder='Password']
21:06:08 INFO  manager.MyListener - Before Find Element By -->By.xpath: //button[normalize-space()='Login']
21:06:08 INFO  manager.MyListener - After Find Element By -->By.xpath: //button[normalize-space()='Login']
21:06:08 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[.='ADD']
21:06:09 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[.='ADD']
21:06:09 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Name']
21:06:09 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Name']
21:06:09 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Last Name']
21:06:09 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Last Name']
21:06:10 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='email']
21:06:10 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='email']
21:06:10 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Phone']
21:06:10 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Phone']
21:06:10 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='Address']
21:06:10 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='Address']
21:06:10 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: input[placeholder='description']
21:06:10 INFO  manager.MyListener - After Find Element By -->By.cssSelector: input[placeholder='description']
21:06:10 INFO  manager.MyListener - Before Find Element By -->By.xpath: //b
21:06:11 INFO  manager.MyListener - After Find Element By -->By.xpath: //b
21:06:11 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:06:11 INFO  manager.MyListener - After Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:06:11 INFO  manager.MyListener - List size is -->1
21:06:11 INFO  manager.MyListener - Before Find Elements By -->By.cssSelector: .contact-item_card__2SOIM h3
21:06:11 INFO  manager.MyListener - After Find Elements By -->By.cssSelector: .contact-item_card__2SOIM h3
21:06:11 INFO  manager.MyListener - List size is -->1
21:06:11 INFO  manager.MyListener - Before Find Element By -->By.cssSelector: .contact-item_card__2SOIM h3
21:06:11 INFO  manager.MyListener - After Find Element By -->By.cssSelector: .contact-item_card__2SOIM h3
21:06:11 INFO  manager.MyListener - Before Find Element By -->By.xpath: //button[.='Remove']
21:06:11 INFO  manager.MyListener - After Find Element By -->By.xpath: //button[.='Remove']
21:06:12 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:06:15 INFO  manager.MyListener - After Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:06:15 INFO  manager.MyListener - List size is -->0
21:06:15 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:06:18 INFO  manager.MyListener - After Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:06:18 INFO  manager.MyListener - List size is -->0
21:06:18 INFO  manager.MyListener - Before Find Elements By -->By.cssSelector: .contact-item_card__2SOIM h3
21:06:21 INFO  manager.MyListener - After Find Elements By -->By.cssSelector: .contact-item_card__2SOIM h3
21:06:21 INFO  manager.MyListener - List size is -->0
21:06:21 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:06:24 INFO  manager.MyListener - After Find Elements By -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:06:24 INFO  manager.MyListener - List size is -->0
