22:23:58 INFO  manager.ApplicationManager - Chrome Driver was opened
22:24:02 INFO  manager.ApplicationManager - Current URL --> https://contacts-app.tobbymarshall815.vercel.app/home
22:24:03 INFO  TestBase - Starts test with name : loginNegativeWrongEmailFormat
22:24:03 INFO  TestBase - starts test if authorizated user
22:24:03 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //button
22:24:06 INFO  manager.MyListener - After Find Elements By -->By.xpath: //button
22:24:06 INFO  manager.MyListener - List size is -->0
22:24:06 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[@href='/login']
22:24:06 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[@href='/login']
22:24:06 INFO  manager.MyListener - Before Find Element By -->By.xpath: //input[contains(@placeholder,'Email')]
22:24:06 INFO  manager.MyListener - After Find Element By -->By.xpath: //input[contains(@placeholder,'Email')]
22:24:07 INFO  manager.MyListener - Before Find Element By -->By.xpath: //input[@placeholder='Password']
22:24:07 INFO  manager.MyListener - After Find Element By -->By.xpath: //input[@placeholder='Password']
22:24:07 INFO  manager.MyListener - Before Find Element By -->By.xpath: //button[normalize-space()='Login']
22:24:07 INFO  manager.MyListener - After Find Element By -->By.xpath: //button[normalize-space()='Login']
22:24:07 INFO  manager.MyListener - Before Find Elements By -->By.xpath: //button
22:24:09 INFO  manager.MyListener - After Find Elements By -->By.xpath: //button
22:24:09 INFO  manager.MyListener - List size is -->0
22:24:10 INFO  manager.MyListener - Before Find Element By -->By.xpath: //a[.='HOME']
22:24:10 INFO  manager.MyListener - After Find Element By -->By.xpath: //a[.='HOME']
