21:35:48 INFO  manager.ApplicationManager - Chrome Driver was opened
21:35:51 INFO  manager.ApplicationManager - Current URL --> https://contacts-app.tobbymarshall815.vercel.app/home
21:35:51 INFO  TestBase - Starts test with name : DeleteOneContactSuccessClassWork
21:35:51 INFO  manager.MyListener - Before Find Elements -->By.xpath: //button
21:35:54 INFO  manager.MyListener - After Find Elements -->By.xpath: //button
21:35:54 INFO  manager.MyListener - List size is -->0
21:35:54 INFO  manager.MyListener - Before Find Element -->By.xpath: //a[@href='/login']
21:35:54 INFO  manager.MyListener - After Find Element -->By.xpath: //a[@href='/login']
21:35:55 INFO  manager.MyListener - Before Find Element -->By.xpath: //input[contains(@placeholder,'Email')]
21:35:55 INFO  manager.MyListener - After Find Element -->By.xpath: //input[contains(@placeholder,'Email')]
21:35:55 INFO  manager.MyListener - Before Find Element -->By.xpath: //input[@placeholder='Password']
21:35:55 INFO  manager.MyListener - After Find Element -->By.xpath: //input[@placeholder='Password']
21:35:56 INFO  manager.MyListener - Before Find Element -->By.xpath: //button[normalize-space()='Login']
21:35:56 INFO  manager.MyListener - After Find Element -->By.xpath: //button[normalize-space()='Login']
21:35:56 INFO  manager.MyListener - Before Find Element -->By.xpath: //a[.='ADD']
21:35:58 INFO  manager.MyListener - After Find Element -->By.xpath: //a[.='ADD']
21:35:58 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='Name']
21:35:58 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='Name']
21:35:58 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='Last Name']
21:35:59 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='Last Name']
21:35:59 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='email']
21:35:59 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='email']
21:35:59 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='Phone']
21:35:59 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='Phone']
21:35:59 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='Address']
21:35:59 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='Address']
21:35:59 INFO  manager.MyListener - Before Find Element -->By.cssSelector: input[placeholder='description']
21:35:59 INFO  manager.MyListener - After Find Element -->By.cssSelector: input[placeholder='description']
21:36:00 INFO  manager.MyListener - Before Find Element -->By.xpath: //b
21:36:00 INFO  manager.MyListener - After Find Element -->By.xpath: //b
21:36:00 INFO  manager.MyListener - Before Find Elements -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:36:00 INFO  manager.MyListener - After Find Elements -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:36:00 INFO  manager.MyListener - List size is -->1
21:36:00 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM h3
21:36:01 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM h3
21:36:01 INFO  manager.MyListener - List size is -->5
21:36:01 INFO  manager.MyListener - Before Find Element -->By.cssSelector: .contact-item_card__2SOIM h3
21:36:01 INFO  manager.MyListener - After Find Element -->By.cssSelector: .contact-item_card__2SOIM h3
21:36:01 INFO  manager.MyListener - Before Find Element -->By.xpath: //button[.='Remove']
21:36:01 INFO  manager.MyListener - After Find Element -->By.xpath: //button[.='Remove']
21:36:02 INFO  manager.MyListener - Before Find Elements -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:36:02 INFO  manager.MyListener - After Find Elements -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:36:02 INFO  manager.MyListener - List size is -->1
21:36:02 INFO  manager.MyListener - Before Find Elements -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:36:02 INFO  manager.MyListener - After Find Elements -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:36:02 INFO  manager.MyListener - List size is -->1
21:36:02 INFO  manager.MyListener - Before Find Elements -->By.cssSelector: .contact-item_card__2SOIM h3
21:36:02 INFO  manager.MyListener - After Find Elements -->By.cssSelector: .contact-item_card__2SOIM h3
21:36:02 INFO  manager.MyListener - List size is -->4
21:36:02 INFO  manager.MyListener - Before Find Element -->By.cssSelector: .contact-item_card__2SOIM h3
21:36:02 INFO  manager.MyListener - After Find Element -->By.cssSelector: .contact-item_card__2SOIM h3
21:36:02 INFO  manager.MyListener - Before Find Element -->By.xpath: //button[.='Remove']
21:36:02 INFO  manager.MyListener - After Find Element -->By.xpath: //button[.='Remove']
21:36:03 INFO  manager.MyListener - Before Find Elements -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:36:03 INFO  manager.MyListener - After Find Elements -->By.xpath: //div[@class='contact-page_leftdiv__yhyke']
21:36:03 INFO  manager.MyListener - List size is -->1
